movie_name,post_data,likes,date posted,post_text,sentiment_score,AboutMovie
The Batman,0,2022-03-27T09:04:27Z,Oh dear 1989's Batman with Jack Nicholson and Michael Keaton has aged badly. Really badly. Jack Nicholson is still blinding in it. But overall the film is so so bad.   #TodaysBadMovie1,-0.375,True
The Batman,0,2022-03-27T00:23:25Z,It is an actual travesty that Paul Dano played the Riddler instead of Danny McBride the only living actor who could convincingly deliver the line “Riddle me this Batman.”,0.1667,False
The Batman,0,2022-03-26T23:40:17.000Z,The Batman. I want like 12 sequels.,0.0,False
The Batman,0,2022-03-26T22:30:00Z,It's not Battinson but it's still really awesome! We're confident in saying this is the most intense version of Batman to ever exist in a model kit.   Order now-> https://www.gundamplanet.com/figure-rise-standard-amplified-batman.html,0.55,True
The Batman,0,2022-03-26T16:34:03Z,Why isn't the 1989 Batman movie on any streaming service I subscribe to? (Prime Netflix Disney+). Guess I'm gonna have to use another service.,0.0,True
The Batman,0,2022-03-26T03:06:01.000Z,アメコミっぽい構図で撮ってるから、アニメしたらもうアメコミなんよ  The Batman - Teaser Trailer - Animated Version,0.0,False
The Batman,0,2022-03-25T03:55:09Z,The Batman was exactly what I hoped it would be. I’m so glad that I had a day off so I could see it in a nearly empty theater while everyone else was occupied.,0.2167,True
The Batman,0,2022-03-25T01:45:08Z,something in the way do nirvana tá no top global por causa do filme do batman?,-0.125,False
The Batman,0,2022-03-24T23:20:40Z,Damn.  This scene is intense.  I'm getting strong Heath Ledger vibes ... but in the darkest possible way. I'm curious for this interpretation. Wouldn't have minded that scene in the movie.   https://www.youtube.com/watch?v=TuUM73wnYl8 #batman #joker,0.1333,True
The Batman,0,2022-03-24T21:03:19Z,The theme song &amp; opening credits for Batman The Brave &amp; The Bold: perfect in every way.  https://youtu.be/B5mZooPfs_s,0.7111,False
The Batman,0,2022-03-24T21:00:37Z,I predict I will now have the theme song from Batman The Brave &amp; the Bold stuck in my head for the next month. It’s just that catchy!,0.3778,False
The Batman,0,2022-03-24T20:50:52Z,I always expect Aquaman to burst into song thanks to Batman the Brave &amp; the Bold. (The video linked in my quoted tweet: still classic!),0.3854,False
The Batman,0,2022-03-24T20:48:15Z,Reminder that Batman the Brave and the Bold exists &amp; all three seasons are available on HBO Max. It’s really fun! (Batman can be fun!)  https://youtu.be/XoKsfyH6Jcw,0.4567,False
The Batman,0,2022-03-24T20:10:04Z,Berry Keoghan Joker lookin sick in that deleted scene from The Batman.,-0.7143,False
The Batman,0,2022-03-24T18:18:29.000Z,Why oh why didn't they leave this scene it The Batman?! It is so good! Hopefully there is a Director's Cut of the film with it added in. 🤞,0.875,True
The Batman,0,2022-03-24T05:37:50.000Z,Just saw The Batman again. Still amped over the fact that Bruce Wayne has his own vampire diary.,0.6,True
The Batman,0,2022-03-24T00:13:03Z,The Batman has refreshed my love for Batman.,0.5,False
The Batman,0,2022-03-23T21:58:02Z,The theme of Batman accepting to be both Bruce and Batman rules,0.0,False
The Batman,0,2022-03-23T21:23:48Z,"Chase shooting her shot and hitting the mark cause there's Batman right where she wanted him.    ""Oops I didn't wear anything to sleep in.""  yeah right 'oops'",0.2857,False
The Batman,1,2022-03-23T19:47:02Z,"has music twitter already digested the fact that the score for The Batman is derived chiefly from Nirvana's ""Something in the Way"" and a minor-key parody of Schubert's Ave Maria",0.0,False
The Batman,0,2022-03-23T18:22:14Z,Very annoying that Batman Forever is not on HBO Max like what the heck,-1.0,False
The Batman,0,2022-03-23T03:50:56.000Z,I have yet to see the Batman or X and I am sorry.,-0.5,False
The Batman,0,2022-03-22T17:26:02Z,Current earworm; can’t stop playing the soundtrack from ‘The Batman’. Including the club tunes from the Iceberg Lounge.,0.0,False
The Batman,0,2022-03-22T14:56:51Z,Like every day I see some viral tweet either posting random shots from the movie as “proof” that the film is awful and cheap or someone complaining about someone else wanting more jokes in The Batman as “proof” that the MCU ruined cinema.,-0.15,True
The Batman,0,2022-03-22T00:47:51Z,Batman Legends of the Dark Knight 16. $2.5.,-0.15,False
The Batman,0,2022-03-21T16:38:23.000Z,One thing you learn if you get deep in the paint in Batman fanfic- which I do- is WCDC crossovers. And while a lot of the time they are frankly mediocre they are strangely one of the few sources of undercover work fanfics,-0.1875,False
The Batman,0,2022-03-21T04:10:20Z,For those keeping track the prime engine of our local #dnd campaign is the Half-Orc Draconic Sorcerer on study abroad Firbolg Batman has now been classified specifically as RPatt Batman there’s a drunk pixie NPC & the amount of FR cheese lore ForeverDM knows is *boggling.*,-0.25,False
The Batman,0,2022-03-21T03:42:07Z,Like I definitely feel like out of all the Batman material this is probably the most underrated show imo,0.25,True
The Batman,0,2022-03-21T03:39:19Z,For those burnt out on a gritty batman may I suggest Batman Brave and the Bold? It's a pretty good show and light hearted and tries to highlight other villains and heroes you normally don't get  Also love the 60's look and flair of it,0.2908,True
The Batman,0,2022-03-21T00:44:30Z,The New Teen Titans #13. O engraçadão é AJUDANTE DO BATMAN e diz que não gosta de trabalhar à noite??!?!!! @Tamarutaco @marcelonaranjo,0.0682,False
The Batman,0,2022-03-20T16:50:44Z,US: “Please give us The Batman!” US: “Please give us Peacemaker!” @EpicGames: “Got you fam. Here’s Prowler!” #FortniteSeason2,0.0,False
The Batman,0,2022-03-20T16:26:49.000Z,watching the 90s batman movies and thinking about simpler times  the penguin raised by sewer penguins. catwoman revived by alley cats. the joker transformed by a vat of clown juice,0.0,True
The Batman,0,2022-03-20T02:31:18.000Z,Next time a #comicsgate-type complains The Batman is woke reply “but it didn’t go broke!” 😜 $$$,0.0,False
The Batman,0,2022-03-19T10:05:23Z,I honestly don't know where it came from. Was it the O'Neill/Adams or Frank Miller runs which were reactions to the 60's show? Or the Burton and Nolan movies which focused on a solo brooding Batman?,0.6,False
The Batman,0,2022-03-19T09:50:54Z,"I don't know how Robin came to be seen as a much later addition to Batman that made the character less serious and ""cheapened"" him.  Batman debuted in September of 1939. Robin debuted in April of 1940.  He was a part of the mythos essentially from year one https://youtu.be/4yabUYM5uN0",-0.125,False
The Batman,0,2022-03-19T05:38:16.000Z,The new Batman The Batman is the Batman the Batman fans need...,0.1364,False
The Batman,0,2022-03-19T02:01:05Z,Just got home from seeing The Batman. Now time to pack for a weekend trip!,0.0,True
The Batman,0,2022-03-19T00:08:54Z,I’m at the Edge Cinema in Katoomba in the main G-Max screen (The Batman natch).   The screen wasn’t designed for movies but for immersive tourism films about the Blue Mountains (long since defunct). Hence the super large curved screen. So it’s always easy to spot the newbies. 1/2,0.1829,True
The Batman,0,2022-03-18T03:40:18Z,It took a second viewing for me to get on the movie’s wavelength but I’ve seriously come around on The Batman. That movie fucking rules actually,-0.2333,True
The Batman,0,2022-03-17T10:07:41Z,I saw The Batman last night.  It was fucking phenomenal! 😁,0.3125,True
The Batman,0,2022-03-17T05:40:24Z,While I'm on a music kick I don't feel enough people are waxing poetic enough about the amazing score Michael Giacchino did for The Batman. It was sublime dramatic and moving all at once. Just really amazing and he should win an Oscar for it.,0.2774,True
The Batman,0,2022-03-16T21:10:11Z,In Batman Begins we see the start of that Batman’s career. In The Dark Knight we send the end of his career. And in The Dark Knight Rises we see him come out of retirement for a bit.  Wild we never really got to see his prime Batmanning years. Just a tiny bit in Dark Knight.,-0.075,False
The Batman,0,2022-03-16T04:07:03Z,"""What killed the dinosaurs? The ice age!"" How did Batman & Robin let this slip through when the film is so scientifically accurate in every other respect?",0.0083,True
The Batman,0,2022-03-16T03:56:48.000Z,Saw The Batman he’s doing a Robert Duvall impression the whole time!!  x.com/MJWarshauer/st…,0.3125,True
The Batman,0,2022-03-15T20:11:02.000Z,For all the action all the intensity I love that this Batman takes time to SLOW DOWN. He doesn't have just one speed and will actually chat with villains let things play out in order to get the info/leverage he needs. A subtle shift maybe but a crucial one in this story,-0.027,False
The Batman,0,2022-03-15T19:37:12Z,The problem with telling the “perfect” Batman story is that the cool thing about Batman is anybody could be him but the other cool thing about Batman is that nobody else could be him #TheBatman #dccomics,0.3938,False
The Batman,0,2022-03-15T19:22:55.000Z,my favourite part of the batman was when batman punched the penguin so hard they both sharted,-0.2917,False
The Batman,0,2022-03-15T19:18:38Z,realistic modern Batman would have Batman see the Batsignal and set off and then spend the next 90 minutes exchanging  messages about how he had to park  6 blocks away and it takes time to commute you know jesus Gordon learn to chill,0.1222,False
The Batman,0,2022-03-15T19:15:55Z,The first thing that tells you just how outdated Batman  has become is how he always finds parking downtown for his giant Batmobile in like 2 seconds flat,-0.0438,False
The Batman,0,2022-03-15T14:25:15Z,Vou rever The Batman num cinema com Dolby Atmos hj. Vamos ver a diferença.,0.0,True
The Batman,0,2022-03-15T11:33:06.000Z,man  The Batman kinda revived my interest in reading some comics again  horrendous,0.0,False
The Batman,0,2022-03-15T03:41:00Z,Still reading a lot of fic featuring Batman & Superman. Wild how much I enjoy identity porn wherein they somehow don’t recognize each other given how implausible it is; just gotta assume Bruce is not actually the world’s greatest detective if Clark’s glasses fool him.,0.275,False
The Batman,0,2022-03-14T23:26:12Z,8 days since I saw The Batman and I still can't stop thinking about it.,0.0,True
The Batman,0,2022-03-14T17:47:26Z,Comentário besta: eu acho engraçado as pessoas que ficam falando “a amiga da Mulher Gato” no The Batman.  Gente não era amiga não… hahahaa,0.0,False
The Batman,0,2022-03-14T05:31:57Z,The new Mr Batman (“I gave you all the clues”) needed more Starro.,0.3182,False
The Batman,0,2022-03-13T23:14:16Z,The Batman has Saw-sque torture warning friends because I had no idea before I saw it this afternoon. #thebatman #thebatmanspoilers #batmanspoilers,0.0,True
The Batman,0,2022-03-13T20:42:15Z,I love when a movie is hyped and loved and then the next week edge lords meander in to see them and make snarky two sentence reviews. It’s always the second weekend too. So all “The Batman is overrated.” reviews are incoming.,0.3,True
The Batman,0,2022-03-13T19:38:04Z,In trying to be realistic about my acting career I think I could play *a* batman but not The Batman.,0.0833,False
The Batman,0,2022-03-13T19:23:54Z,Been to see The Batman. It's darky gritty grimy and wet. Only downside was the jarring reality of seeing landmarks of Liverpool (home town) pretending to be Gotham. It give it a solid 8/10  #Skipfam @sttepodcast,-0.025,True
The Batman,0,2022-03-13T18:53:19Z,i liked the batman it was neat to see how it synthesized the stylization of the 90s batmans with the thematics of the nolan batmans,0.6,False
The Batman,0,2022-03-13T14:15:08Z,"All of this chatter about who is the best Batman and yet none of you have mentioned Will ""That thing is filled with bon vivants"" Arnett and all of you should be ashamed.",0.7,False
The Batman,0,2022-03-13T04:22:15Z,the message of 'batman returns' is if you try to rise above your station (the penguin) the elite (bruce wayne) will always be there to put you in your place,0.0,False
The Batman,0,2022-03-13T01:55:49.000Z,"Found out the hard way if you don't say ""THE Batman"" your tickets are for the Tim Burton one.",-0.2917,True
The Batman,0,2022-03-13T00:15:26Z,Looking at how many people have played Batman is a good guide to how splintered and fragmented the worldbuilding has been for DC movies.  Even the continuity between Man Of Steel Dawn Of Justice and Justice League has already had a galaxy-level retcon - sorry “been restored” 🙄,0.2333,True
The Batman,0,2022-03-12T23:29:20.000Z,I just can’t stop thinking about that moment in the Batman where Gordon’s roughing up the penguin and shows him a picture of a mutilated corpse and he’s like “heyyyy what the fuck why would you show me that??”,-0.4,False
The Batman,0,2022-03-12T20:14:38Z,Assisti The Batman. Alguns comentarios  1. Matt Reeves eh foda. 2. A família Kravitz eh abençoada. 3. Nunca achei que falaria isso mas pau no c# do Tumbler,0.0,False
The Batman,0,2022-03-12T13:54:26Z,The Batman (2022)  Dir: Matt Reeves Rat:🔷  Espectacular. En todo además. Un sobresaliente en todos los campos. Y encima lo único criticable para mi de momento es lo incómodo que estuve en el cine. Tengo muchas ganas de verla en casa en 4K tranquilito para ver lo que opino.,0.0,False
The Batman,0,2022-03-12T13:49:25Z,"Yes you *could* make an 'issue 1 start of career' or you could go 'new series with a character everyone knows'. But we want it to match up.  ""Superman in his 'prime' Batman in his 'prime' and Green Arrow in his 'prime'"" using the exact same rules.",0.0466,False
The Batman,0,2022-03-11T22:55:58.000Z,Don’t get me wrong there are countless things to complain about regarding the current cinematic superhero hegemony but like “why don’t they make a batman movie for kids” is a bizarre take,-0.02,True
The Batman,0,2022-03-11T22:53:22.000Z,Not gonna lie it’s kinda weird that there’s so much complaining about Batman becoming so grim and kids not being able to enjoy Batman anymore when literally the previous feature film with “Batman” in the title was this,-0.0167,True
The Batman,0,2022-03-11T19:31:57Z,Drops CeS#23 – The Batman a audiocrítica https://t.co/pNv13n5Bol,0.0,False
The Batman,0,2022-03-11T19:19:55.000Z,Sinking feeling once I watch 'The Batman' I'll have to knock 'Muppet Movie' off my top 100 films list to get it on there.,0.5,True
The Batman,0,2022-03-11T15:45:22.000Z,Finally saw The Batman yesterday and people have rightfully chatted up some amazing aspects of it. I think one of my favorite things is that it's probably the most realistic look at Bruce Wayne's trauma/brokenness and all without SHOWING THE PEARLS ONCE.,0.3533,True
The Batman,0,2022-03-11T07:45:00.000Z,The Batman was everything. I want the sequel now.,0.0,False
The Batman,0,2022-03-11T00:35:57Z,Embracing the Dark Knight's detective elements like never before THE BATMAN crafts a grim and grungy crime tale thick with Fincher-like atmosphere and loaded with noirish style.  Check out my review of #TheBatman now  https://insertmontage.com/the-batman/,-0.4833,False
The Batman,1,2022-03-11T00:12:01.000Z,Is the new Batman movie before goblet of fire? My Cedric timelines are a bit mixed up,0.0682,True
The Batman,0,2022-03-10T19:56:42Z,Also the director was obsessed with shoes. You will never know more about the footwear in a Batman movie. It was bizarre. If they cut out the shots of shoes The Batman would be two hours.,0.1333,True
The Batman,0,2022-03-10T19:24:09Z,The Batman.... Obviously too long. Mostly low tech. No Batmobile visually really. Pattinson is worst-ever Bruce Wayne looks like he's in the Goo-Goo Dolls. Turturro and Kravitz are great. Colin Farrell unrecognizable. Riddler disappoints. Bat-Cat sexual tension flops. Two stars,0.2417,True
The Batman,0,2022-03-10T09:24:11Z,"Já me preparando pra pergunta... ""MAS POR QUE VOCÊ AINDA ESTÁ DE MASCARA??""  -- I'M THE BATMAN!!!",0.0,False
The Batman,0,2022-03-10T03:02:00Z,The chances are pretty much 0 but I would love more than anything else to see Clayface as the or a primary villain in The Batman 2.  Again almost 100% chance it won't happen but it would be the coolest thing ever to see an ultra-realistic take on the character.,0.37,False
The Batman,0,2022-03-10T02:28:31Z,A thing about the Mr. Batman movie is that Penguin's  Gotham accent is super thick.,0.0167,True
The Batman,0,2022-03-10T02:16:38Z,Has there been another cultural product (music act movie franchise TV show book series etc.) that made official use of its name both with and without the “The” besides Batman/The Batman?,0.1,True
The Batman,0,2022-03-10T00:08:39.000Z,I wasn’t necessarily going to watch the new Batman but now that I know B*n Sh*p*ro hated it I’m kinda tempted.,-0.2545,False
The Batman,0,2022-03-09T23:16:50Z,Fixn' to watch the new Batman,0.1364,False
The Batman,0,2022-03-08T21:20:04.000Z,'The Batman' criticized for scene of attempted subway attack on Asian victimvia @Yahoo  news.yahoo.com/batman-critici…,0.0,False
The Batman,0,2022-03-08T20:22:30Z,Thank you @davistheater for being a first run theater that didn't arbitrarily raise the cost of Batman movies.,0.075,True
The Batman,0,2022-02-28T20:52:09.000Z,THE BATMAN poses the question: what if movies about superheroes were real,0.2,False
The Batman,0,2022-02-28T20:06:08Z,Disappointed with comics twitter today. I haven't seen a single pick of Robert Battinson Batman recolored yellow and blue in solidarity and haven't seen any announcements of a Kickstarter for an Ukraine benefit anthology.    I mean it's lunchtime on the west coast. Slackers.,-0.2268,False
The Batman,0,2022-02-28T18:03:19.000Z,Matt Reeves’ violent thrilling darkly beautiful take on The Batman more than justifies its place in the franchise’s canon. 10/10.  ign.com/articles/the-b…,0.2,False
The Batman,0,2022-02-28T11:15:08Z,The way Talay is geeking out over Batman is giving me life.,0.0,False
The Batman,0,2022-02-28T09:59:25.000Z,Ok guys so a really important question I have to all the people who already watched #TheBatman is whether it will follow a similar story structure as of the @telltalegames Batman game or a completely different one. Let me know! @bigscreenleaks @OneTakeNews,0.1,True
The Batman,0,2022-02-28T07:52:04Z,Introducing Ms 7 to the 1966 Batman movie …. and she’s hooked!,0.0,True
